Id,Entidad financiera,Dirección,Localidad,CP,Telediscado,Teléfono,Fax,Caj.Aut.,Latitud,Longitud
183,BANCO SANTANDER ARGENTINA S.A.,OHIGGINS 81 PB DPTO: 1,BAHÍA BLANCA,B8000IVA,,,,NO,38.720473,62.267025
184,BANCO INDUSTRIAL S.A.,SAN MARTIN 302,BAHÍA BLANCA,B8000FIH,,,,NO,38.71949,62.2635
185,BANCO INDUSTRIAL S.A.,SAN MARTIN 302,BAHÍA BLANCA,B8000FIH,291,4551113,,NO,38.719494,62.261542
186,BANCO INDUSTRIAL S.A.,SAN MARTIN 302,BAHÍA BLANCA,B8000FIH,291,4551113,4523379,NO,38.719494,62.261542
187,BANCO INDUSTRIAL S.A.,SAN MARTIN 302,BAHÍA BLANCA,B8000FIH,,,,NO,38.719494,62.261542
188,BANCO CREDICOOP COOPERATIVO LIMITADO,SARMIENTO 2200 DPTO: 179,BAHÍA BLANCA,B8001FGX,291,4557811,4557811,NO,-34.631391,-58.481253
189,BANCO CREDICOOP COOPERATIVO LIMITADO,SARMIENTO 2200 DPTO: 179,BAHÍA BLANCA,B8001FGX,,,,NO,-34.631391,-58.481253
190,BANCO DE LA PROVINCIA DE BUENOS AIRES,UNDEANO 19,BAHÍA BLANCA,B8000JLA,223,4799393 int 44088,4799303,NO,-38.723667,-62.260218
191,BANCO DE LA PROVINCIA DE BUENOS AIRES,UNDIANO 19,BAHÍA BLANCA,B8000JLA,291,4594500 int 64317,,NO,-38.72367,-62.260225
192,BANCO DE LA PROVINCIA DE BUENOS AIRES,UNDIANO 19,BAHÍA BLANCA,B8000JLA,,,,NO,-38.724053,-62.260718
193,BANCO INDUSTRIAL S.A.,AV KELLY 751,BALCARCE,B7620EFB,2266,422011,424907,NO,37.848731,58.258611
194,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. GONZALEZ CHAVES 501,BALCARCE,B7620EED,,,,NO,-37.840733,-58.256249
195,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. GONZALEZ CHAVES 501,BALCARCE,B7620EED,2266,420126,,NO,-37.845045,-58.253451
196,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. GONZALEZ CHAVES 501,BALCARCE,B7620EED,2266,420126,,NO,-37.844886,-58.253435
197,BANCO DE LA NACION ARGENTINA,AV. SAN MARTIN 405,BALCARCE,B7620ADA,,,,NO,-37.840295,-582.481098
198,BANCO INDUSTRIAL S.A.,AVENIDA KELLY 751,BALCARCE,B7620EFB,2266,422011,,NO,37.848731,58.258611
199,BANCO DE LA NACION ARGENTINA,CALLE 15 551,BALCARCE,B7620BDK,,,,NO,-37.844702,-582.55198
200,BANCO SANTANDER ARGENTINA S.A.,CALLE 16 550 PB DPTO: 1,BALCARCE,B7620BEL,,,,NO,37.844749,58.255437
201,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,CALLE 18 - DARDO ROCHA 670,BALCARCE,B7620BHN,,,,NO,-37.848019,-58.255397
202,BANCO DE LA PROVINCIA DE BUENOS AIRES,CONRADO VILLEGAS 291,BANDERALO,B6244AVE,3388,499002,,NO,-35.013888,-63.376248
203,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALBERTO LARROQUE 2360,BANDFIELD,B1828HQV,,,,NO,-34.741488,-58.427123
204,BANCO DE LA NACION ARGENTINA,ALSINA 638,BANDFIELD,B1828ABN,,,,NO,-34.743723,-583.93242
205,BANCO DE LA NACION ARGENTINA,ALSINA 638,BANDFIELD,B1828ABN,,,,NO,-34.74372,-583.93242
206,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALSINA 653,BANDFIELD,B1828ABM,11,42424822,,NO,-34.743839,-58.393503
207,BANCO PIANO S.A.,AV HIPOLITO YRIGOYEN 7281,BANDFIELD,B1828HGX,,,,NO,34.739809,58.398606
208,BANCO PIANO S.A.,AV HIPOLITO YRIGOYEN 7281,BANDFIELD,B1828HGX,,,,NO,34.663788,58.363945
209,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. ALSINA 653,BANDFIELD,B1828ABM,,,,NO,-34.743907,-58.393559
210,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. ALSINA 653,BANDFIELD,B1828ABM,11,42424822,42422894,NO,-34.743887,-58.393309
211,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. HIPOLITO YRIGOYEN 7520,BANDFIELD,B1828CGT,,,,NO,-34.743499,-58.399095
212,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. HIPOLITO YRIGOYEN 7839,BANDFIELD,B1828CGJ,,,,NO,-34.746997,-58.399742
213,BANCO BBVA ARGENTINA S.A.,AV. HIPOLITO YRIGOYEN 7853,BANDFIELD,B1828CGJ,,,,NO,-34.746826,-58.39975
214,BANCO ITAU ARGENTINA S.A.,AVENIDA HIPOLITO YRIGOYEN 7533 DPTO: OFICINA,BANDFIELD,B1828CGG,,,,NO,-34.743085,-58.399082
215,BANCO SANTANDER ARGENTINA S.A.,HIPOLITO YRIGOYEN 7991 PB DPTO: 1,BANDFIELD,B1828CGK,,,,NO,34.747443,58.399961
216,BANCO SANTANDER ARGENTINA S.A.,MAIPU 198 PB DPTO: 1,BANDFIELD,B1828IJD,,,,NO,34.743258,58.393228
217,BANCO COMAFI SOCIEDAD ANONIMA,MAIPU 302 PB DPTO: LOCAL,BANDFIELD,B1828IJH,,,,NO,-34.743456,-58.391667
218,BANCO DE LA NACION ARGENTINA,VIEYTES 1042,BANDFIELD,B1828HGV,,,,NO,-34.738531,-584.08953
219,BANCO DE LA PROVINCIA DE BUENOS AIRES,VIEYTES 370,BANDFIELD,B1828HGH,2356,42424822,42422894,NO,-34.739916,-58.399478
220,BANCO DE LA PROVINCIA DE BUENOS AIRES,LAPRIDA 1036,BARADERO,B2942DXL,,,,NO,-33.808544,-59.501115
221,BANCO DE LA PROVINCIA DE BUENOS AIRES,LAPRIDA 1036,BARADERO,B2942DXL,3329,483066 int 69889,482501,NO,-33.808538,-59.504605
222,BANCO DE LA NACION ARGENTINA,LDOR.GRAL.SAN MARTIN 1218,BARADERO,B2942DRZ,,,,NO,-33.809072,-595.0452
223,BANCO DE LA NACION ARGENTINA,LDOR.GRAL.SAN MARTIN 1218,BARADERO,B2942DRZ,,,,NO,-33.80907,-595.0452
224,BANCO SANTANDER ARGENTINA S.A.,SANTA MARIA DE ORO 525 PB DPTO: 1,BARADERO,B2942BKK,,,,NO,33.807387,59.502365
225,BANCO DE LA NACION ARGENTINA,CALLE 29 448,BARKER,B7005BZA,,,,NO,-37.67849,-593.95823
226,BANCO DE LA NACION ARGENTINA,CALLE 4 7,BARKER,B7005BZA,,,,NO,-37.678492,-593.95823
227,BANCO DE LA PROVINCIA DE BUENOS AIRES,ORDAZ 550,BARKER,B7033ALA,,,,NO,-37.638413,-59.390175
228,BANCO CREDICOOP COOPERATIVO LIMITADO,CALLE 47 608,BARRIO GAMBIER,B1900AJZ,221,4894643,4894643,NO,-34.913266,-57.952273
229,BANCO PIANO S.A.,BELGRANO 3981,BARRIO PARQUE GENERAL SAN MARTÍN,B1650CCQ,,,,NO,34.575384,58.54091
230,BANCO PIANO S.A.,BELGRANO 3981,BARRIO PARQUE GENERAL SAN MARTÍN,B1650CCQ,,,,NO,34.57897,58.538807
231,BANCO PIANO S.A.,SAN LORENZO 2245,BARRIO PARQUE GENERAL SAN MARTÍN,B1650BQC,,,,NO,34.575384,58.54091
232,BANCO PIANO S.A.,SAN LORENZO 2245,BARRIO PARQUE GENERAL SAN MARTÍN,B1650BQC,,,,NO,34.575384,58.540909
233,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CENTENARIO,BATAN,B7601AZA,,,,NO,-38.007188,-57.709366
234,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CENTENARIO Y CALLE 132,BATAN,B7601AZA,223,4642424,4642424,NO,-38.009289,-57.711022
235,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CENTENARIO Y CALLE 132,BATAN,B7601AZA,,,,NO,-38.007157,-57.707635
236,BANCO BBVA ARGENTINA S.A.,CALLE 6 ESQ CALLE 3 1,BATAN,B7601ABC,223,4999321,,NO,-38.009079,-57.709862
237,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CENTENARIO 1940,BÉCCAR,B1643CGT,,,,NO,-34.460884,-58.527687
238,BANCO INDUSTRIAL S.A.,CENTENARIO 2357,BÉCCAR,B1643CGK,11,47428007,,NO,34.458095,58.531822
239,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,FRENCH 2370 PB,BÉCCAR,B1643CAX,,,,NO,-34.458796,-58.533702
240,BANCO SANTANDER ARGENTINA S.A.,25 DE MAYO 1138 PB DPTO: 1,BELÉN DE ESCOBAR,B1625DYY,,,,NO,34.353584,58.795166
241,BANCO DE LA NACION ARGENTINA,AV. EUGENIA TAPIA DE LA CRUZ 28,BELÉN DE ESCOBAR,B1625ANN,,,,NO,-34.324441,-588.16338
242,BANCO DE LA NACION ARGENTINA,AV. EUGENIA TAPIA DE LA CRUZ 28,BELÉN DE ESCOBAR,B1625ANN,,,,NO,-34.347271,-587.95328
243,BANCO BBVA ARGENTINA S.A.,AV. MITRE 640,BELÉN DE ESCOBAR,B1625GDF,,,,NO,-34.347275,-58.795383
244,BANCO COLUMBIA S.A.,AVENIDA EUGENIA TAPIA DE CRUZ 240,BELÉN DE ESCOBAR,B1625AAB,,,,NO,-34.34381,-58.791132
245,BANCO DE LA NACION ARGENTINA,BARTOLOME MITRE 638,BELÉN DE ESCOBAR,B1625GDF,,,,NO,-34.34727,-587.95328
246,BANCO DE LA NACION ARGENTINA,BARTOLOME MITRE 638,BELÉN DE ESCOBAR,B1625GDF,,,,NO,-34.347271,-587.95328
247,HSBC BANK ARGENTINA S.A.,COL.ESTE PANAMERICANA RUTA 9 49,BELÉN DE ESCOBAR,B1625XAF,348,4487480,,NO,-34.343571,-58.587962
248,BANCO DE LA PROVINCIA DE BUENOS AIRES,EUGENIA TAPIA DE CRUZ 510,BELÉN DE ESCOBAR,B1625AAS,3488,420007,4200263,NO,-34.346181,-58.793526
249,BANCO DE LA PROVINCIA DE BUENOS AIRES,EUGENIA TAPIA DE CRUZ 510,BELÉN DE ESCOBAR,B1625AAS,,,,NO,-34.346232,-58.793512
250,BANCO CREDICOOP COOPERATIVO LIMITADO,JUAN P. ASBORNO 576,BELÉN DE ESCOBAR,B1625FZL,,,,NO,-34.347067,-58.793873
251,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,RUTA 9 KM 61 61,BELÉN DE ESCOBAR,B1625AAA,,,,NO,-34.247,-58.899078
252,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,TAPIA DE CRUZ 602,BELÉN DE ESCOBAR,B1625AAT,,,,NO,-34.346949,-58.79421
253,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CHUBUT 1136,BELLA VISTA,B1661BFX,,,,NO,-34.563467,-58.67861
254,HSBC BANK ARGENTINA S.A.,JUJUY 1197,BELLA VISTA,B1663GHB,11,44515317,,NO,-34.456771,-58.672732
255,BANCO DE LA NACION ARGENTINA,SENADOR MORON,BELLA VISTA,B1661IOO,,,,NO,-34.563121,-586.82034
256,BANCO DE LA NACION ARGENTINA,SENADOR MORON,BELLA VISTA,B1661IOO,,,,NO,-34.56312,-586.82034
257,BANCO DE LA PROVINCIA DE BUENOS AIRES,SENADOR MORON 1276,BELLA VISTA,B1661ION,,,,NO,-34.563468,-58.682557
258,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,SENADOR MORON 2375,BELLA VISTA,B1661IPJ,,,,NO,-34.572663,-58.692045
259,BANCO SANTANDER ARGENTINA S.A.,SENADOR MORON 878 PB DPTO: 1,BELLA VISTA,B1661INV,,,,NO,34.559878,58.678773
260,BANCO DE LA NACION ARGENTINA,SENADOR MORON 980,BELLA VISTA,B1661INW,,,,NO,-34.563121,-586.82034
261,BANCO DE LA NACION ARGENTINA,TENIENTE GRAL RICCHIERI,BELLA VISTA,B1661GXC,,,,NO,-32.54698,-586.77574
262,BANCO DE LA NACION ARGENTINA,TENIENTE GRAL RICCHIERI,BELLA VISTA,B1661GXC,,,,NO,-32.546983,-586.77574
263,BANCO SANTANDER ARGENTINA S.A.,AV GRAL JUAN DOMINGO PERON 7934 PB DPTO: 1,BENAVÍDEZ,B1621BGZ,,,,NO,34.410231,56.719031
264,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV JUAN DOMINGO PERON 7245,BENAVÍDEZ,B1621BFL,,,,NO,34.411992,-58.710878
265,BANCO SUPERVIELLE S.A.,AV. ALVEAR 2520,BENAVÍDEZ,B1621EXZ,3327,493093,,NO,-34.4128,-58.6909
266,BANCO DE LA PROVINCIA DE BUENOS AIRES,GENERAL PACHECO 2915,BENAVÍDEZ,B1621ABI,11,47401798,,NO,-34.409214,-58.685085
267,BANCO SANTANDER ARGENTINA S.A.,ALSINA 62/64 PB DPTO: 1,BENITO JUAREZ (EST. JUAREZ),B7020DUB,,,,NO,37.674274,59.803541
268,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALSINA 77,BENITO JUAREZ (EST. JUAREZ),B7020DUA,,,,NO,-37.674743,-59.803381
269,BANCO DE LA NACION ARGENTINA,AV. SANTANA E. ZABALZA 1,BENITO JUAREZ (EST. JUAREZ),B7020CVA,,,,NO,-37.674191,-598.0603
270,BANCO BBVA ARGENTINA S.A.,RUTA PROVINCIAL 80 KM 404,BENITO JUAREZ (EST. JUAREZ),B7000GHO,249,4422844,,NO,-37.967768,-57.562505
271,BANCO SUPERVIELLE S.A.,148 1202,BERAZATEGUI,B1880DRZ,11,42160542,,NO,-34.7595,-58.2107
272,BANCO SANTANDER ARGENTINA S.A.,AV RIGOLLEAU 4399 PB DPTO: 1,BERAZATEGUI,B1884CUE,,,,NO,34.764096,58.21353
273,BANCO SANTANDER ARGENTINA S.A.,AV RIGOLLEAU 4399 PB DPTO: 1,BERAZATEGUI,B1884CUE,,,,NO,34.764096,58.213531
274,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. MITRE 1355,BERAZATEGUI,B1880EFA,,,,NO,-34.759192,-58.207712
275,BANCO MACRO S.A.,AV. 14 PTE. JUAN D. PERON 5164 PB,BERAZATEGUI,B1884FVR,,,,NO,-34.759836,-58.205707
276,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. 14 - J. D. PERON 5169,BERAZATEGUI,B1880DFF,,,,NO,-34.759904,-58.205567
277,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 55 5496,BERAZATEGUI,B1885CPC,,,,NO,-34.794311,-58.167204
278,BANCO PATAGONIA S.A.,AV. MITRE 1339,BERAZATEGUI,B1880EFA,,,,NO,-34.758949,-58.205529
279,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. MITRE 1355,BERAZATEGUI,B1880EFA,,,,NO,-34.759192,-58.207712
280,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. NICOLAS MILAZZO 3251,BERAZATEGUI,B1886BSB,,,,NO,-34.789067,-58.186293
281,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. PRESIDENTE PERON 4928,BERAZATEGUI,B1880BFQ,,,,NO,-34.761001,-58.207729
282,BANCO BBVA ARGENTINA S.A.,AV. PTE. PERON 4764,BERAZATEGUI,B1880BFO,11,43483131,,NO,-34.76199,-58.209534
283,BANCO BBVA ARGENTINA S.A.,AV. PTE. PERON 4764,BERAZATEGUI,B1880BFO,,,,NO,-34.76199,-58.209534
284,BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA 14 Y MITRE,BERAZATEGUI,B1884CRO,,,,NO,-34.759499,-58.20488
285,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA 14 3150,BERAZATEGUI,B1884CTS,11,42561595,,NO,-34.771389,-58.227243
286,BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA 14 469,BERAZATEGUI,B1884CRE,,,,NO,-34.785324,-58.253427
287,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 135,BERAZATEGUI,B1884LCG,,,,NO,-34.783423,-58.211802
288,BANCO DE LA NACION ARGENTINA,CALLE 138 1498,BERAZATEGUI,B1884LHD,,,,NO,-34.767687,-582.18784
289,BANCO CREDICOOP COOPERATIVO LIMITADO,CALLE 14 Y CALLE 131A,BERAZATEGUI,B1884CRO,,,,NO,-34.771134,-58.229045
290,BANCO DE LA NACION ARGENTINA,CALLE 14 4465,BERAZATEGUI,B1880LMD,,,,NO,-34.763771,-582.12909
291,BANCO DE LA NACION ARGENTINA,CALLE 14 4465,BERAZATEGUI,B1880LMD,,,,NO,-34.76377,-582.12909
292,COMPAÑIA FINANCIERA ARGENTINA S.A.,CALLE 14 5165,BERAZATEGUI,B1880BDH,,,,NO,-34.760083,-58.208883
293,COMPAÑIA FINANCIERA ARGENTINA S.A.,CALLE 14 5183,BERAZATEGUI,B1880BDH,,,,NO,-34.760083,-58.208883
294,BANCO ITAU ARGENTINA S.A.,CALLE 144 512 DPTO: OFICINA,BERAZATEGUI,B1880DML,,,,NO,-34.755506,-58.220072
295,BANCO SUPERVIELLE S.A.,CALLE 148 1202,BERAZATEGUI,B1880DRZ,11,42160542,,NO,-58.2107,-34.7595
296,BANCO SUPERVIELLE S.A.,CALLE 148 1202,BERAZATEGUI,B1880DRZ,11,42160542,,NO,-34.7595,-58.2107
297,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 52 3151,BERAZATEGUI,B1885CRM,,,,NO,-34.807235,-58.186631
298,BANCO SUPERVIELLE S.A.,MITRE 676,BERAZATEGUI,B1880EET,11,42569395,,NO,-34.7536,-58.2132
299,BANCO COMAFI SOCIEDAD ANONIMA,PTE. JUAN D. PERON 4975 PB DPTO: LOCAL,BERAZATEGUI,B1880BFP,,,,NO,34.761543,58.206079
300,BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA 14,BERAZATEGUI OESTE,B1884CTF,,,,NO,-34.771039,-58.229022
301,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 5 4453,BERISSO,B1924ABQ,,,,NO,-34.86683,-57.888369
302,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 6 (HAMBURGO),BERISSO,B1923AJF,,,,NO,-34.867231,-57.888768
303,BANCO CREDICOOP COOPERATIVO LIMITADO,MONTEVIDEO 1449,BERISSO,B1923HNB,221,4614619,4614619,NO,-34.871857,-57.876284
304,BANCO CREDICOOP COOPERATIVO LIMITADO,MONTEVIDEO 1449,BERISSO,B1923HNB,,,,NO,-34.871857,-57.876284
305,BANCO DE LA PROVINCIA DE BUENOS AIRES,MONTEVIDEO 202 Y CALLE 4,BERISSO,B1923HMO,,,,NO,-34.865948,-57.889072
306,BANCO DE LA PROVINCIA DE BUENOS AIRES,MONTEVIDEO 501,BERISSO,B1923HME,,,,NO,-34.867159,-57.886488
307,BANCO BBVA ARGENTINA S.A.,MONTEVIDEO 601,BERISSO,B1923HMF,,,,NO,-34.867462,-57.885807
308,COMPAÑIA FINANCIERA ARGENTINA S.A.,MONTEVIDEO 765,BERISSO,B1923HMG,,,,NO,-34.868205,-57.884311
309,BANCO SANTANDER ARGENTINA S.A.,AV SAN MARTIN 474 PB DPTO: 1,BERNAL,B1876AAR,,,,NO,34.709168,58.282072
310,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. BELGRANO 382,BERNAL,B1876AFH,,,,NO,-34.711705,-58.281908
311,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CASEROS 269,BERNAL,B1876DOA,,,,NO,-34.706386,-58.27008
312,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. DARDO ROCHA 251,BERNAL,B1876AUE,,,,NO,-34.718987,-58.291181
313,BANCO BBVA ARGENTINA S.A.,AV. SAN MARTIN 376,BERNAL,B1876AAQ,,,,NO,-34.710471,-58.28059
314,BANCO DE LA NACION ARGENTINA,AV. SAN MARTIN 464,BERNAL,B1876AAR,,,,NO,-34.709257,-582.81835
315,BANCO PIANO S.A.,BELGRANO 315,BERNAL,B1876AFG,,,,NO,34.712333,58.280498
316,BANCO DE LA PROVINCIA DE BUENOS AIRES,BELGRANO 347,BERNAL,B1876AFG,,,,NO,-34.711908,-58.280853
317,BANCO COMAFI SOCIEDAD ANONIMA,BELGRANO 364 PB DPTO: LOCAL,BERNAL,B1876AFH,,,,NO,34.711882,58.281461
318,BANCO COMAFI SOCIEDAD ANONIMA,BELGRANO 364 PB DPTO: LOCAL,BERNAL,B1876AFH,,,,NO,-34.711882,-58.281461
319,BANCO SANTANDER ARGENTINA S.A.,CHACABUCO 895 PB DPTO: 1,BERNAL,B1876AOQ,,,,NO,34.709721,58.296647
320,BANCO ITAU ARGENTINA S.A.,AVENIDA SAN MARTIN 326/330 DPTO: OFICINA,BERNAL OESTE,B1876AAQ,,,,NO,-34.710115,-58.278158
321,BANCO DE LA PROVINCIA DE BUENOS AIRES,CAMINO GENERAL MANUEL BELGRANO 600,BERNAL OESTE,B1883DNL,11,42501652,,NO,-34.733777,-58.325742
322,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,CAMINO GRAL. BELGRANO 10500 PB,BERNAL OESTE,B1883DNH,,,,NO,-34.727109,-58.333382
323,BANCO COLUMBIA S.A.,RIVADAVIA 2950,BLANCAGRANDE,B7400CUN,,,,NO,-36.89277,-60.321268
324,BANCO DE LA PROVINCIA DE BUENOS AIRES,SARMIENTO,BLAQUIER,B6065AYD,,,,NO,-34.635402,-62.477661
325,BANCO DE LA PROVINCIA DE BUENOS AIRES,LUJÁN 1450,BOSQUES,B1889HYL,11,42550242,,NO,-34.796183,-58.278498
326,BANCO PIANO S.A.,ANTONIO SAENZ 2170,BOULOGNE SUR MER,B1609HWB,,,,NO,34.509256,58.566217
327,BANCO SANTANDER ARGENTINA S.A.,AV ROLON 117/19/21 PB DPTO: 1,BOULOGNE SUR MER,B1609HTB,,,,NO,34.494726,58.551751
328,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV SUCRE 1926,BOULOGNE SUR MER,B1643AQN,,,,NO,-34.480983,-58.555347
329,BANCO SANTANDER ARGENTINA S.A.,AV URUGUAY 7286 PB DPTO: 1,BOULOGNE SUR MER,B1609EIU,11,43411000 int 1002,4341000,NO,34.581382,58.603274
330,BANCO BBVA ARGENTINA S.A.,AV. ROLON 299,BOULOGNE SUR MER,B1609HTC,11,43480110,,NO,-34.495731,-58.552982
331,BANCO DE LA NACION ARGENTINA,AV. A. SAENZ 2099,BOULOGNE SUR MER,B1609KFA,,,,NO,-34.5096,-585.66665
332,BANCO DE LA NACION ARGENTINA,AV. A. SAENZ 2099,BOULOGNE SUR MER,B1609KFA,,,,NO,-34.509597,-585.66665
333,HSBC BANK ARGENTINA S.A.,AV. AVELINO ROLON 180 PB DPTO: LOCAL,BOULOGNE SUR MER,B1609HTO,,,,NO,-34.480179,-58.528521
334,BANCO BBVA ARGENTINA S.A.,AV. ROLON 299,BOULOGNE SUR MER,B1609HTC,,,,NO,-34.495731,-58.552982
335,BANCO SUPERVIELLE S.A.,AV. SAENZ 2202,BOULOGNE SUR MER,B1609HWD,,,,NO,-34.5103,-58.5675
336,BANCO SUPERVIELLE S.A.,AV. SAENZ 2202,BOULOGNE SUR MER,B1609HWD,11,52972550,,NO,-34.5103,-58.5675
337,BANCO DE LA NACION ARGENTINA,BERNARDO DE IRIGOYEN 2647,BOULOGNE SUR MER,B1609BGW,,,,NO,-34.491188,-585.88475
338,BANCO DE LA PROVINCIA DE BUENOS AIRES,BULNES 21,BOULOGNE SUR MER,B1609AWA,,,,NO,-34.511757,-58.567185
339,BANCO CREDICOOP COOPERATIVO LIMITADO,ESTACION BOULOGNE SUR MER PUNTA NORTE,BOULOGNE SUR MER,B1609HTZ,,,,NO,-34.508694,-58.567197
340,BANCO COLUMBIA S.A.,PADRE CASTIGLIA 82,BOULOGNE SUR MER,B1609BAB,,,,NO,-34.510389,-58.567384
341,BANCO SANTANDER ARGENTINA S.A.,URUGUAY 7286 PB DPTO: 1,BOULOGNE SUR MER,B1609EIU,,,,NO,34.485935,58.592397
342,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. PELLEGRINI 1302,BRAGADO,B6640CCB,2342,430870,430870,NO,-35.116184,-60.48951
343,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. PELLEGRINI 1399,BRAGADO,B6640CCA,2342,430541,430542,NO,-35.116536,-60.488029
344,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. PELLEGRINI 1399,BRAGADO,B6640CCA,,,,NO,-35.116693,-60.488576
345,BANCO DE LA NACION ARGENTINA,AV. PELLEGRINI 1474,BRAGADO,B6640CCD,,,,NO,-35.11678,-604.87403
346,BANCO DE LA NACION ARGENTINA,AV. PELLEGRINI 1474,BRAGADO,B6640CCD,,,,NO,-35.116782,-604.87403
347,COMPAÑIA FINANCIERA ARGENTINA S.A.,CARLOS PELLEGRINI 1412/20,BRAGADO,B6640CCD,,,,NO,-35.11653,-60.488194
348,BANCO DE LA PAMPA SOCIEDAD DE ECONOMÍA M,LAVALLE 59,BRAGADO,B6640GCA,,,,NO,-35.11736,-60.48719
349,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,RIVADAVIA 1524,BRAGADO,B6640BZF,,,,NO,-35.117942,-60.487258
350,BANCO SANTANDER ARGENTINA S.A.,RIVADAVIA 1733 PB DPTO: 1,BRAGADO,B6640BZI,,,,NO,35.118705,60.484659
351,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA ESPORA 2895,BURZACO,B1852FZJ,11,42992535,,NO,-34.824395,-58.388941
352,BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA MONTEVERDE 3915,BURZACO,B1852KRB,,,,NO,-34.834641,-58.40786
353,BANCO DE LA PROVINCIA DE BUENOS AIRES,GENERAL ROCA 1161,BURZACO,B1852FCW,,,,NO,-34.822324,-58.392148
354,BANCO DE LA PROVINCIA DE BUENOS AIRES,GENERAL ROCA 1161,BURZACO,B1852FCW,11,42992535 int 11529,42990109,NO,-34.821899,-58.392309
355,BANCO DE LA NACION ARGENTINA,GENERAL ROCA 869,BURZACO,B1852ELX,,,,NO,-34.825531,-583.91934
356,BANCO DE LA NACION ARGENTINA,GENERAL ROCA 869,BURZACO,B1852ELX,,,,NO,-34.82553,-583.91934
357,BANCO DE LA PROVINCIA DE BUENOS AIRES,GRAL. ROCA 1161,BURZACO,B1852FDA,11,42992535,,NO,-34.82251,-58.392273
358,BANCO DE LA NACION ARGENTINA,HIPOLITO YRIGOYEN 14820,BURZACO,B1852ELX,,,,NO,-34.826117,-583.97677
359,BANCO DE LA NACION ARGENTINA,HIPOLITO YRIGOYEN 14820,BURZACO,B1852ELX,,,,NO,-34.82656,-583.97659
360,BANCO DE LA PROVINCIA DE BUENOS AIRES,HIPOLITO YRIGOYEN 16101,BURZACO,B1852EMW,,,,NO,-34.841241,-58.402771
361,BANCO BBVA ARGENTINA S.A.,LUIS M. DRAGO 1164,BURZACO,B1852FCU,,,,NO,-34.831494,-58.42156
362,BANCO SANTANDER ARGENTINA S.A.,LUIS MARIA DRAGO 1951 PB DPTO: 1,BURZACO,B1852LHA,,,,NO,34.828623,58.393334
363,BANCO DE LA CIUDAD DE BUENOS AIRES,LUIS MARIA DRAGO 2070 PB,BURZACO,B1852LHD,11,43298600,,NO,-34.822943,-58.427902
364,BANCO BBVA ARGENTINA S.A.,LUIS MARIA DRAGO 2550,BURZACO,B1852LHD,,,,NO,-34.849174,-58.41091
365,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,MONTEVERDE 3793,BURZACO,B1852CTB,,,,NO,-34.833843,-58.412469
